ID;character_name;build_name;artifact_set_1_label;artifact_set_1;artifact_set_2;artifact_set_3_label;artifact_set_3;artifact_set_4;artifact_set_5_label;artifact_set_5;artifact_set_6;artifact_set_7_label;artifact_set_7;artifact_set_8;artifact_set_9_label;artifact_set_9;artifact_set_10;sands_1;sands_2;sands_3;goblet_1;goblet_2;circlet_1;circlet_2;circlet_3;substats_1;substats_2;substats_3;substats_4;substats_5;flatstats_1;flatstats_2;er_min;er_max;note
13;Arlecchino;Pyro Main DPS;Recommended Set;Fragment of Harmonic Whimsy;;Second Choice;Gladiator's Finale;;For Burning;Unfinished Reverie;;;;;;;;ATK%;EM (Vape/Melt);;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;EM (Vape/Melt);;;Flat ATK;;100;140;Add EM when playing Vaporize. Whimsy > Gladiator, but if you have great pieces, the latter can be valid. Reverie only works in burn teams but there can be as good as whimsy (and can be farmed together). Only build ER if you are playing her without a shielder and therefore require healing.
14;Baizhu;Dendro Support Healer;;Deepwood Memories;;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;Healing Bonus;;Energy Recharge;HP%;Flat HP;CRIT Rate (Favonius);;;;160;190;Many Dendro DPSs rely on having one party member wear Deepwood while not wanting to equip it themselves. Baizhu can be that party member. This is not for Baizhus own damage, cause it is neglible.
15;Baizhu;Generalist Healer;;Ocean-Hued Clam;;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;Healing Bonus;;Energy Recharge;HP%;Flat HP;CRIT Rate (Favonius);;;;180;220;A generalist set when Deepwood is not required/held by someone else. Baizhu maxes out Clamage
16;Barbara;Healer;Recommended Set;Ocean-Hued Clam;;Second Choice;Song of Days Past;;Third Choice;Maiden Beloved;;;;;;;;HP%;;;HP%;;Healing Bonus;HP%;CRIT Rate (Favonius);HP%;Flat HP;Energy Recharge;CRIT Rate (Favonius);;;;100;100;
17;Barbara;Bloom DPS;;Gilded Dreams;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;HP%;Flat HP;;;;;100;100;Niche Build
18;Beidou;Burst Sub DPS;;Emblem of Severed Fate;;;Thundersoother;;;;;;;;;;;ATK%;Energy Recharge;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;EM (Quicken);;Flat ATK;;150;220;
19;Beidou;Electro Main DPS;;Thundering Fury;Gladiator's Finale;;;;;;;;;;;;;ATK%;;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;;;
20;Bennett;Healer/Buffer;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;HP%;;HP%;;HP%;Healing Bonus;;Energy Recharge;HP%;Flat HP;;;;;200;350;
21;Bennett;Pyro Burst DPS;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;ATK%;;Pyro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;HP%;Flat ATK;Flat HP;200;350;
22;Candace;Buffer Support;;Noblesse Oblige;;;Scroll of the Hero of Cinder City;;;;;;;;;;;Energy Recharge;HP%;;HP%;;HP%;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;Elemental Mastery;ATK%;Flat ATK;;180;250;NO is a generalist support for atk scaling, scroll buffs elemental damage based on reactions
23;Candace;Burst Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;Energy Recharge;HP%;;Hydro DMG Bonus;HP%;HP%;CRIT Rate/DMG;;Energy Recharge;CRIT Rate/DMG;HP%;Elemental Mastery;;Flat HP;;200;300;
24;Candace;Hydro Main DPS;;Nymph's Dream;;;Gladiator's Finale;;;Heart of Depth;;;;;;;;ATK%;Energy Recharge;;Hydro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;HP%;Elemental Mastery;Flat ATK;Flat HP;170;190;
25;Charlotte;Healer;;Emblem of Severed Fate;Gladiator's Finale;;Ocean-Hued Clam;;;;;;;;;;;Energy Recharge;ATK%;;ATK%;;Healing Bonus;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);ATK%;Flat ATK;;;;180;230;
26;Charlotte;Healer/Buffer;;Noblesse Oblige;;;Tenacity of the Millelith;;;Song of Days Past;;;;;;;;Energy Recharge;ATK%;;ATK%;;Healing Bonus;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);ATK%;Flat ATK;;;;180;230;
27;Charlotte;Cryo Sub DPS;;Golden Troupe;;;Blizzard Strayer;;;;;;;;;;;ATK%;Energy Recharge;;ATK%;Cryo DMG Bonus;CRIT DMG;;;CRIT DMG;ATK%;Energy Recharge;CRIT Rate;;Flat ATK;;150;200;
28;Chasca;Anemo Main DPS;Recommended Set;Obsidian Codex;;With Furina;Marechaussee Hunter;;;;;;;;;;;ATK%;Elemental Mastery;;ATK%;;CRIT DMG;;;CRIT DMG;ATK%;Elemental Mastery;CRIT Rate;;Flat ATK;;100;100;obsidian > MH. ATK sands > EM
29;Chevreuse;Overload Support;;Noblesse Oblige;;;Song of Days Past;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;Healing Bonus;;HP%;Flat HP;Energy Recharge;CRIT Rate (Favonius);;;;170;200;Song of Days past is a valid alternative when someone else on the team is already using noblesse and is best used by a C6 Chevreuse. Burst is irrelevant to her buff, so the player can choose to not include it in their rotation.
30;Chevreuse;Overload Sub DPS;;Emblem of Severed Fate;;;Golden Troupe;;;;;;;;;;;ATK%;Energy Recharge;;Pyro DMG Bonus;;CRIT Rate (Favonius);CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;ATK%;HP%;Flat ATK;Flat HP;170;200;Emblem is the best option for Chev's personal damage, however, Golden Troupe can also work for a C4+ when she uses all 3 skill charges
31;Chiori;Off-Field DPS;;Golden Troupe;;;Husk of Opulent Dreams;;;;;;;;;;;DEF%;;;Geo DMG Bonus;DEF%;CRIT Rate/DMG;DEF%;;CRIT Rate/DMG;DEF%;ATK%;;;Flat DEF;Flat ATK;n/a;n/a;do not run triple DEF%, husk preferable at C6
32;Chongyun;Cryo Burst Support;;Noblesse Oblige;;;Emblem of Severed Fate;;;Unfinished Reverie;;;;;;;;ATK%;EM (Melt);;Cryo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;EM (Melt);;;;130;175;Noblesse to buff with burst, emblem to maximize damage output. Reverie when playing burnmelt
33;Chongyun;Cryo Main DPS;;Blizzard Strayer;;;Blizzard Strayer;Gladiator's Finale;;;;;;;;;;ATK%;;;Cryo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;;;Flat ATK;;130;175;
34;Clorinde;Electro Main DPS;Recommended Set;Fragment of Harmonic Whimsy;;In Dendro Teams;Thundering Fury;;;;;;;;;;;ATK%;Elemental Mastery;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;;;Flat ATK;;n/a;n/a;TF deals lower damage than whimsy but the shortening of the skill cooldown may help Clorinde to sync better with her team mates in a quicken/hyperbloom team. EM is good in dendro teams
35;Collei;All-purpose Dendro Sub DPS;;Deepwood Memories;;;;;;;;;;;;;;Energy Recharge;ATK%;Elemental Mastery;Dendro DMG Bonus;Elemental Mastery;CRIT Rate (Favonius);CRIT DMG;Elemental Mastery;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;Elemental Mastery;ATK%;Flat ATK;;160;200;
36;Collei;Bloom/Burn Sub DPS;;Gilded Dreams;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;;;;;;160;200;This build assumes that Collei is your only dendro dps. For other dendro reactions, use deepwood.
37;Collei;Burst Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;;;Dendro DMG Bonus;;CRIT Rate (Favonius);CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;Elemental Mastery;ATK%;Flat ATK;;170;200;
38;Cyno;Electro Main DPS;;Thundering Fury;;;;;;;;;;;;;;Elemental Mastery;ATK%;Energy Recharge;Electro DMG Bonus;Elemental Mastery;CRIT Rate/DMG;Elemental Mastery;;CRIT Rate/DMG;Energy Recharge;Elemental Mastery;ATK%;;Flat ATK;;120;160;
39;Dehya;Burgeon Trigger;;Gilded Dreams;;;Flower of Paradise Lost;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;HP%;Flat HP;;;;;n/a;n/a;Flower is technically the better set but by such a small margin that it does not justify farming it
40;Dehya;Tank;;Tenacity of the Millelith;;;Ocean-Hued Clam;;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Flat HP;;;;;;;;
41;Dehya;Pyro Main DPS;;Emblem of Severed Fate;;;Vourukasha's Glow;;With Furina;Marechaussee Hunter;;;;;;;;ATK%;Energy Recharge;HP% (C1);Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;HP%;;Flat ATK;Flat HP;180;230;HP become a relevant stat from C1 onwards, Vourokasha becomes equal or better at C4 or higher
42;Dendro Traveler;Off-Field Dendro Enabler;;Deepwood Memories;;;Gilded Dreams;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Dendro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;;Flat ATK;;160;240;Deepwood is a valid allrounder set but if someone in your team already has it, switch traveler to Gilded Dreams
43;Diluc;Pyro Main DPS;;Crimson Witch of Flames;;Second Best;Gilded Dreams;;With Furina;Marechaussee Hunter;;;;;;;;ATK%;Elemental Mastery;;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Elemental Mastery;ATK%;Energy Recharge;;Flat ATK;;100;120;Witch is better than gilded but with good substats gilded can also be good and is easier to farm. Sets assume you play vape/melt
44;Diona;Healer/Shielder;;Noblesse Oblige;;;Tenacity of the Millelith;Ocean-Hued Clam;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;Healing Bonus;CRIT Rate (Favonius);Energy Recharge;HP%;Flat HP;CRIT Rate (Favonius);;;;100;200;
45;Dori;Healer/Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;HP%;;HP%;;Healing Bonus;;;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;190;260;
46;Dori;Dendro Party Support;;Deepwood Memories;;;;;;;;;;;;;;Energy Recharge;HP%;;HP%;;Healing Bonus;;;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;190;260;Many Dendro DPSs rely on having one party member wear Deepwood while not wanting to equip it themselves. Dori can be that party member. Thanks to her high burst duration, she gets excellent uptime on the dendro res shred.
47;Dori;Hyperbloom Driver;;Gilded Dreams;;;Flower of Paradise Lost;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;CRIT Rate (Favonius);HP%;;Flat HP;;190;260;When playing Dori for Hyperbloom she will sometimes also trigger Aggravate/Electro-Charged damage on the side. Gilded dreams buffs all of these maximizing her damage output. FoPL is an alternative but will only focus on the hyperbloom damage.
48;Dori;C6 Aggravate DPS;;Thundering Fury;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Electro DMG Bonus;Elemental Mastery;CRIT Rate/DMG;;;CRIT Rate/DMG;Elemental Mastery;Energy Recharge;ATK%;;Flat ATK;;130;150;
49;Electro Traveler;Battery;;Emblem of Severed Fate;;;Noblesse Oblige;;;;;;;;;;;Energy Recharge;;;Electro DMG Bonus;Elemental Mastery;CRIT Rate/DMG;Elemental Mastery;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;;Flat ATK;;130;300;Battery = Energy Generator for others (in this case with skill), Emblem does this best while noblesse (worse) is for buffing with burst
50;Emilie;Burning Sub DPS;Recommended Set;Unfinished Reverie;;For Resistance Shred;Deepwood Memories;;;;;;;;;;;ATK%;;;Dendro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;n/a;n/a;Emilie can wear Deepwood if she is paired with another dendro and no one else can wear it
51;Eula;Cryo Main DPS;Recommended Set;Pale Flame;;Alternative Set;Pale Flame;Bloodstained Chivalry;With Furina;Marechaussee Hunter;;Furina's Second Choice;Vermillion Hereafter;;;;;ATK%;;;Physical DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;130;150;
52;Faruzan;Buffer Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;ATK%;;Anemo DMG Bonus;;CRIT Rate (Favonius);;;Energy Recharge;CRIT Rate (Favonius);;;;;;220;260;prioritize ER over main stats
53;Faruzan;Swirl Support;;Viridescent Venerer;;;;;;;;;;;;;;Energy Recharge;ATK%;;Anemo DMG Bonus;;CRIT Rate (Favonius);;;Energy Recharge;CRIT Rate (Favonius);Elemental Mastery;;;;;220;260;prioritize ER over main stats
54;Faruzan;C6 Support;;Tenacity of the Millelith;;;;;;;;;;;;;;Energy Recharge;ATK%;;Anemo DMG Bonus;;CRIT Rate;CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;;;;;175;200;
55;Fischl;Electro Sub DPS;;Golden Troupe;;;;;;;;;;;;;;ATK%;EM (Quicken);;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;EM (Quicken);;Flat ATK;;120;170;
56;Fischl;Physchl – Physical Main DPS;Recommended Set;Pale Flame;;Second Choice;Pale Flame;Bloodstained Chivalry;;;;;;;;;;ATK%;;;Physical DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;120;170;Meme build. 4pc pale flame requires maximum Oz uptime. 2pc combination gets better at C1, when played with Oz not on field, ER can also be foregone then
57;Freminet;Physical Main DPS;;Pale Flame;;;Marechaussee Hunter;;;;;;;;;;;ATK%;Energy Recharge;;Physical DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;155;195;MH when you play with Furina
58;Freminet;Cryo Main DPS;;Blizzard Strayer;;With Furina;Marechaussee Hunter;;;;;;;;;;;ATK%;Energy Recharge;;Cryo DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;150;200;Playing with Furina and using MH is the best option for Cryo Freminet. If for some reason you cant/wont pair him with her, use Blizzard Strayer.
59;Furina;Hydro Sub DPS;;Golden Troupe;;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;Hydro DMG Bonus;CRIT Rate/DMG;;;CRIT Rate/DMG;HP%;Energy Recharge;Elemental Mastery;;Flat HP;;150;210;
60;Furina;Buffer Support;;Tenacity of the Millelith;;;;;;;;;;;;;;Energy Recharge;HP%;;HP%;Hydro DMG Bonus;CRIT Rate/DMG;;;Energy Recharge;HP%;CRIT Rate/DMG;;;Flat HP;;150;210;
61;Furina;Healer;;Ocean-Hued Clam;;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;;Healing Bonus;HP%;;HP%;Energy Recharge;Flat HP;;;;;150;210;
62;Gaming;Pyro Main DPS;Recommended Set;Marechaussee Hunter;;For Vape/Melt;Crimson Witch of Flames;;;;;;;;;;;ATK%;EM (Vape/Melt);;Pyro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;EM (Vape/Melt);ATK%;;Flat ATK;;145;190;Crimson Witch is on par with Marechausee
63;Ganyu;Freeze & Mono Cryo DPS;;Blizzard Strayer;;;;;;;;;;;;;;ATK%;;;Cryo DMG Bonus;;CRIT DMG;ATK%;;Energy Recharge;CRIT DMG;ATK%;CRIT Rate;;Flat ATK;;120;170;crit rate not higher on freeze than 45%, or 65% for mono cryo
64;Ganyu;Melt Main DPS;Recommended Set;Wanderer's Troupe;;Second Choice;Shimenawa's Reminiscence;;;;;;;;;;;Elemental Mastery;;;Cryo DMG Bonus;;CRIT Rate/DMG;;;Elemental Mastery;CRIT Rate/DMG;ATK%;;;Flat ATK;;n/a;n/a;
65;Geo Traveler;Geo Sub DPS;;Emblem of Severed Fate;;;Nighttime Whispers in the Echoing Woods;;;Noblesse Oblige;Gladiator's Finale;;;;;;;ATK%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;120;140;
66;Gorou;Buffer Support;;Noblesse Oblige;;;The Exile;;;Husk of Opulent Dreams;Emblem of Severed Fate;;;;;;;Energy Recharge;;;DEF%;;CRIT Rate (Favonius);DEF%;;Energy Recharge;CRIT Rate (Favonius);DEF%;Flat DEF;;;;220;250;Gorou is a buffer and should not be optimized for his personal damage. Finding the right set is tricky cause noblesse is not as helpfulf to def sclaing chars, but the exile is only a 4star. Husk is the least recommended option, but you often have husk from farming for his other team members anyway AND it boosts the healing from C4.
67;Hu Tao;Pyro Main DPS;Recommended Set;Crimson Witch of Flames;;Alternative Set;Shimenawa's Reminiscence;;Alternative Set;Gilded Dreams;;With Furina;Marechaussee Hunter;;;;;Elemental Mastery;HP%;;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Elemental Mastery;HP%;ATK%;;Flat HP;Flat ATK;100;110;Shimenawa boosts attacks and charged attacks but means less burst. EM has soft caps that should be reached (see kqm)
68;Hydro Traveler;Bloom DPS;;Flower of Paradise Lost;;;Gilded Dreams;;;Flower of Paradise Lost;Gilded Dreams;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;HP%;Flat HP;;;;180;220;recommended to have nilou in the party, but hyperbloom also possible. 2pc combination only slightly worse than 4pc.
69;Hydro Traveler;Burst Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;;;Hydro DMG Bonus;;CRIT Rate (Favonius);CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;ATK%;;Flat ATK;;160;240;Any character can be a support if you just equip them with Noblesse Oblige and let them burst. Even the Hydro Traveler.
70;Hydro Traveler;Hydro Sub DPS;;Marechaussee Hunter;;;Heart of Depth;Golden Troupe;;;;;;;;;;ATK%;HP%;;Hydro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;HP%;ATK%;Elemental Mastery;Flat HP;Flat ATK;160;200;Personal damage is not the hydro travelers stregth
71;Jean;Healer/Support;;Viridescent Venerer;;;Viridescent Venerer;Gladiator's Finale;;;;;;;;;;Energy Recharge;ATK%;;ATK%;Anemo DMG Bonus;Healing Bonus;CRIT Rate (Favonius);;Energy Recharge;ATK%;CRIT Rate (Favonius);Elemental Mastery;;Flat ATK;;140;200;VV is best due to resistance shred. If someone else is already using VV, pair it with gladiator to maximize Jean's damage output
72;Jean;Sunfire;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;140;200;Sunfire abuses the Pyro self-application from Bennett’s Burst, which is Swirled by the Anemo self-application from Jean’s Burst.
73;Kachina;Support;;Scroll of the Hero of Cinder City;;;;;;;;;;;;;;DEF%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;DEF%;Energy Recharge;;;Flat DEF;;100;120;
74;Kaedehara Kazuha;Support;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;CRIT Rate (Favonius);Elemental Mastery;;;;;190;215;
75;Kaeya;Freeze Sub DPS;Recommended Set;Blizzard Strayer;;While You're Farming;Blizzard Strayer;Noblesse Oblige;;;;;;;;;;ATK%;;;Cryo DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;ATK%;CRIT DMG;CRIT Rate;;Flat ATK;;;;you should always aim for 4pc BS, but the 2pc combo is viable in the meantime, plus it can also be used for reverse melt
76;Kaeya;Reverse Melt Sub DPS;Recommended Set;Emblem of Severed Fate;;Alternative Set;Lavawalker;;Versatile Option;Blizzard Strayer;Noblesse Oblige;;;;;;;ATK%;Elemental Mastery;Energy Recharge;Cryo DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;;;BS/NO is easy to get and can also be used in Freeze
77;Kamisato Ayaka;Cryo Main DPS;;Blizzard Strayer;;;;;;;;;;;;;;ATK%;;;Cryo DMG Bonus;;CRIT DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;100;160;
78;Kamisato Ayato;Hydro Main DPS;Recommended Set;Heart of Depth;;Alternative Set;Nymph's Dream;;Alternative Set;Gladiator's Finale;;With Low Ping;Echoes of an Offering;;With Furina;Marechaussee Hunter;;ATK%;Energy Recharge;;Hydro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;HP%;;Flat ATK;Flat HP;120;160;
79;Kaveh;Bloom Driver;;Deepwood Memories;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);Elemental Mastery;;;;;180;200;Generalist set for Kaveh, usually used in Nilou Bloom teams. He is also a viable driver for burgeon oder hyperbloom even if he does not buff those reactions.
80;Kaveh;Maximum Clamage;;Ocean-Hued Clam;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Healing Bonus;;;Energy Recharge;CRIT Rate (Favonius);Elemental Mastery;;;;;180;200;Putting Ocean-Hued Clam on someone who isn't a healer may seem counterintuitive at first, but Kaveh's Passive allows him to heal when getting hit by an exploding Dendro Core. This effect gets even stronger once you have his first Constellation. By staying on field for most of the time, Kaveh can utilize the Clam's damaging effect and from C1 onwards deals higher DPS than with Deepwood Memories this way. You should still make sure, however, that at least one of your party members is wearing Deepwood Memories for its resistance shred.
81;Kaveh;Spread/Hyperbloom/Burgeon;;Gilded Dreams;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;Dendro DMG Bonus;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate/DMG;ATK%;;Flat ATK;;180;200;This build focusses let's you play Kaveh in a Spread team but can also be used for Hyperbloom or Burgeon. Make sure someone else in your party has deepwood.
82;Keqing;Aggravate Main DPS;Recommended Set;Thundering Fury;;Alternative Set;Thundersoother;;With Furina;Marechaussee Hunter;;;;;;;;ATK%;Elemental Mastery;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;;;Flat ATK;;n/a;n/a;Thundersoother as good as thundering fury
83;Keqing;Non-Aggravate Main DPS;Generalist Set;Thundering Fury;Gladiator's Finale;With High Uptime;Thundersoother;;With Furina;Marechaussee Hunter;;;;;;;;ATK%;;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Flat ATK;;;;;n/a;n/a;
84;Kinich;Burning/Burgeon DPS;Recommended Set;Obsidian Codex;;Burning Only;Unfinished Reverie;;;;;;;;;;;ATK%;;;Dendro DMG Bonus;;CRIT DMG;;;CRIT DMG;CRIT Rate;ATK%;Energy Recharge;;Flat ATK;;100;100;Reverie can only do burning reactions, whereas obsidian can also do burgeon
